window,recombination
336,0.235845508
337,0.235845508
338,0.235845508
339,0.708654242
340,0
341,0
342,0
343,0
344,0
345,0.709782604
346,0.235845508
347,0.235845508
348,0.235845508
349,0.235845508
350,0
351,0.235845508
352,0.473937096
353,0.235845508
354,0.471691016
355,0
356,0
357,0
358,0.471691016
359,0.472808734
360,0
361,1.889010145
362,0.710889676
363,0.471691016
364,0
365,0.235845508
366,2.124855654
367,0.235845508
368,0.471691016
369,0.943382033
370,0.945628112
371,0
372,0
373,0
374,0
375,0
376,0.235845508
377,1.179227541
378,0.943382033
379,0.235845508
380,1.417319129
381,0.473937096
382,0.471691016
383,0
384,0.471691016
385,0.471691016
386,0.471691016
387,0.471691016
388,0.707536525
389,0
390,0.471691016
391,0
392,0.714317955
393,1.179227541
394,0.943382033
395,0.707536525
396,0.471691016
397,1.42410056
398,1.415073049
399,1.179227541
400,0
401,0.235845508
402,0.471691016
403,0
404,1.653164637
405,1.180345258
406,0.235845508
407,0.235845508
408,0.235845508
409,0.943382033
410,0.471691016
411,0.943382033
412,0.471691016
413,0.235845508
414,0.707536525
415,2.358455082
416,0
417,0.235845508
418,0.943382033
419,1.415073049
420,0.471691016
421,0.471691016
422,0.707536525
423,0.471691016
424,0.471691016
425,0.943382033
426,0.235845508
427,0.709782604
428,1.417319129
429,1.417319129
430,0
431,0.709782604
432,0.235845508
433,0
434,1.886764066
435,0.709782604
436,0.235845508
437,0.235845508
438,0
439,0
440,0
441,0
442,
